face,alpha_mod,dirx,diry,dirz,cx,cy,cz
340,1.36712,0.386795,-0.824788,-0.412448,0.797571,0.107251,-0.548008
341,0.0758212,0.728787,-0.301885,0.614602,0.784868,0.128309,-0.53925
342,0.67804,0.823084,-0.562527,0.0780738,0.770011,0.147171,-0.529012
343,0.407125,0.878586,-0.381977,0.28667,0.753251,0.163515,-0.51747
344,0.408725,0.917493,-0.307268,0.252573,0.734874,0.177061,-0.504823
345,0.200188,0.891828,-0.173002,0.417987,0.715197,0.187579,-0.491286
346,1.5224,0.591902,-0.184733,-0.784555,0.694557,0.194885,-0.47709
347,0.512663,-0.653947,0.00810231,-0.756497,0.665886,0.199429,-0.457933
348,1.45973,0.636813,0.0627709,-0.768459,0.651806,0.199429,-0.447704
349,0.434476,0.978929,0.146276,0.142481,0.630428,0.196587,-0.433015
350,1.3701,0.644066,0.31356,-0.697753,0.609535,0.190381,-0.418664
351,0.0904309,0.85555,0.222995,0.467234,0.589486,0.180919,-0.404899
352,1.5154,0.424385,0.513104,-0.746071,0.570624,0.168359,-0.391954
353,0.34296,0.83554,0.475564,0.275157,0.553272,0.152921,-0.38005
354,1.30931,0.418782,0.735226,-0.532977,0.537726,0.134865,-0.369391
355,0.15494,0.721303,0.49577,0.483668,0.524252,0.114501,-0.360159
356,1.46563,0.130518,0.830599,-0.541359,0.513081,0.0921786,-0.352513
357,0.338933,0.570144,0.70399,0.423479,0.504404,0.0682786,-0.346583
358,1.30251,0.0279561,0.953711,-0.299423,0.49837,0.0432113,-0.34247
359,0.0219135,0.507236,0.502905,0.699855,0.495082,0.017404,-0.340246
360,0.596084,-0.548481,-0.0894833,-0.831361,0.495082,-0.017404,-0.340246
361,0.944846,-0.433227,-0.418608,-0.798174,0.49837,-0.0432113,-0.34247
362,0.49231,-0.557392,0.00650911,-0.830224,0.504404,-0.0682786,-0.346583
363,0.881851,-0.374419,-0.340594,-0.862442,0.513081,-0.0921786,-0.352513
364,0.449327,-0.571135,0.0285954,-0.820358,0.524252,-0.114501,-0.360159
365,0.848586,-0.316212,-0.275466,-0.907815,0.537726,-0.134865,-0.369391
366,0.27299,-0.663195,0.124081,-0.73809,0.553272,-0.152921,-0.38005
367,0.712099,-0.3576,-0.143953,-0.922713,0.570624,-0.168359,-0.391954
368,0.548017,-0.470017,-0.0487832,-0.881308,0.589486,-0.180919,-0.404899
369,0.942554,-0.0932023,-0.159142,-0.982847,0.609535,-0.190381,-0.418664
370,0.306459,-0.63868,0.0206416,-0.769195,0.630428,-0.196587,-0.433015
371,0.74527,-0.242207,-0.0221507,-0.969972,0.651806,-0.199429,-0.447704
372,0.102835,0.0982714,-0.0309081,0.99468,0.665886,-0.199429,-0.457933
373,0.672103,-0.295149,0.0566285,-0.953772,0.694557,-0.194885,-0.47709
374,0.42322,-0.511059,0.0178326,-0.859361,0.715197,-0.187579,-0.491286
375,0.134422,-0.707444,-0.0984128,-0.699884,0.734874,-0.177061,-0.504823
376,0.0119975,-0.753567,-0.18458,-0.630925,0.753251,-0.163515,-0.51747
377,0.345923,-0.55395,0.00171182,-0.832548,0.770011,-0.147171,-0.529012
378,0.46626,-0.480424,0.0968061,-0.871677,0.784868,-0.128309,-0.53925
379,0.755169,-0.317,0.341449,-0.88483,0.797571,-0.107251,-0.548008
380,0.350267,0.202032,-0.562832,0.801501,0.804611,-0.0921786,-0.553123
381,0.306489,-0.560399,-0.0174557,-0.828039,0.815677,-0.0600213,-0.560518
382,1.4456,-0.268023,-0.961718,-0.0571137,0.819321,-0.0432113,-0.563166
383,1.32361,-0.253592,0.840606,-0.478616,0.823095,-0.00870199,-0.565688
384,0.496166,-0.61863,0.173031,-0.766392,0.775713,0.017404,-0.628188
385,0.0641453,-0.55933,-0.250951,-0.790047,0.77261,0.0432113,-0.625712
386,1.43109,-0.502928,0.846612,-0.174104,0.766917,0.0682786,-0.621139
387,1.33628,-0.623783,0.75881,-0.187355,0.758733,0.0921786,-0.614547
388,1.46207,0.288098,-0.811023,-0.509158,0.752117,0.107251,-0.608896
389,0.00702266,0.757431,-0.253812,0.601563,0.74014,0.128309,-0.599168
390,1.06556,-0.854719,0.43605,-0.281632,0.720827,0.152921,-0.583942
391,1.46891,-0.857746,0.499965,0.11961,0.704462,0.168359,-0.570713
392,1.46423,-0.907118,0.395538,0.143829,0.686674,0.180919,-0.556328
393,0.965811,0.868256,-0.312612,-0.385234,0.674447,0.187579,-0.545885
394,0.0330852,0.875198,-0.0779826,0.477438,0.654984,0.194885,-0.530114
395,0.300045,-0.547321,-0.00579614,-0.836902,0.627904,0.199429,-0.508766
396,1.33596,0.671008,0.0645979,-0.738631,0.61467,0.199429,-0.497463
397,1.45891,-0.97666,-0.169026,0.132533,0.587591,0.194885,-0.476115
398,0.742563,0.926912,0.295811,-0.230933,0.574808,0.190381,-0.465198
399,0.0390975,-0.297327,0.171744,-0.939202,0.549574,0.177061,-0.445305
400,1.1022,0.664131,0.555758,-0.500064,0.538113,0.168359,-0.435516
401,1.42211,-0.838613,-0.5403,-0.0693138,0.516444,0.147171,-0.418434
402,0.689728,0.720541,0.690508,-0.0633968,0.507086,0.134865,-0.410442
403,0.0280435,-0.364037,0.36598,-0.856467,0.490458,0.107251,-0.397333
404,0.742368,0.531838,0.846846,0.000650064,0.483842,0.0921786,-0.391682
405,0.198248,-0.516506,0.280686,-0.808973,0.47339,0.0600213,-0.383442
406,0.845016,0.285611,0.95676,0.0550981,0.469964,0.0432113,-0.380516
407,0.162049,-0.565459,0.336784,-0.752883,0.466399,0.00870199,-0.377706
408,0.52516,0.273916,0.856224,0.438008,0.466399,-0.00870199,-0.377706
409,1.42692,-0.25146,-0.782142,-0.570106,0.469964,-0.0432113,-0.380516
410,0.523755,0.10713,0.808391,0.578816,0.47339,-0.0600213,-0.383442
411,1.48324,-0.0488971,-0.750369,-0.659208,0.483842,-0.0921786,-0.391682
412,0.582117,-0.0821357,0.727858,0.680792,0.490458,-0.107251,-0.397333
413,1.55859,0.168624,-0.665081,-0.727484,0.507086,-0.134865,-0.410442
414,0.81779,-0.387975,0.631925,0.67093,0.516444,-0.147171,-0.418434
415,1.21835,0.00838172,-0.386233,-0.922363,0.538113,-0.168359,-0.435516
416,0.701573,-0.380626,0.402005,0.832776,0.549574,-0.177061,-0.445305
417,1.50813,0.366914,-0.284142,-0.885798,0.574808,-0.190381,-0.465198
418,0.773044,-0.480986,0.180926,0.857857,0.587591,-0.194885,-0.476115
419,0.856776,-0.210226,-0.0288728,-0.977226,0.61467,-0.199429,-0.497463
420,0.324674,-0.0446185,-0.0428528,0.998085,0.627904,-0.199429,-0.508766
421,0.609712,-0.425493,0.0448786,-0.903848,0.654984,-0.194885,-0.530114
422,1.18111,0.114922,0.233684,-0.965497,0.674447,-0.187579,-0.545885
423,0.651022,-0.266808,-0.374717,0.887919,0.686674,-0.180919,-0.556328
424,0.570128,-0.14486,-0.442457,0.885013,0.704462,-0.168359,-0.570713
425,0.835415,-0.26677,0.311648,-0.911981,0.726131,-0.147171,-0.587796
426,0.499413,-0.527359,0.121445,-0.840919,0.74014,-0.128309,-0.599168
427,0.699739,-0.420982,0.298941,-0.856393,0.752117,-0.107251,-0.608896
428,0.731599,0.000155647,-0.782348,0.622842,0.758733,-0.0921786,-0.614547
429,0.709675,0.0994136,-0.814094,0.572161,0.766917,-0.0682786,-0.621139
430,0.457525,0.33226,-0.690074,0.642963,0.77261,-0.0432113,-0.625712
431,0.0991471,0.544046,-0.407825,0.733275,0.775713,-0.017404,-0.628188
432,0.409369,-0.680402,0.0871966,-0.727633,0.724035,0.017404,-0.687113
433,1.36644,-0.465222,0.847627,-0.255141,0.721135,0.0432113,-0.684401
434,0.213604,-0.648394,-0.105192,-0.754002,0.715819,0.0682786,-0.679396
435,1.16479,0.376492,-0.894281,-0.241898,0.71111,0.0843573,-0.674687
436,1.26417,-0.732062,0.667704,-0.135115,0.69834,0.114501,-0.662883
437,1.1582,-0.816739,0.550443,-0.173063,0.686476,0.134865,-0.651657
438,1.02155,0.679066,-0.645672,-0.349251,0.677775,0.147171,-0.642956
439,0.102642,-0.508311,-0.136363,-0.850309,0.657513,0.168359,-0.624226
440,1.37904,-0.916274,0.377213,0.134731,0.640908,0.180919,-0.608488
441,0.978037,0.829228,-0.313527,-0.462689,0.629538,0.187579,-0.597118
442,1.01164,-0.973481,0.115627,-0.197394,0.604869,0.196587,-0.574314
443,1.3428,-0.990342,0.0534332,0.127934,0.586051,0.199429,-0.556462
444,0.956027,-0.963236,-0.034552,-0.266424,0.567128,0.198859,-0.538505
445,1.22446,-0.989663,-0.141706,-0.0220578,0.548424,0.194885,-0.52075
446,0.739566,0.906988,0.29542,-0.300165,0.536538,0.190381,-0.508863
447,0.991534,-0.923686,-0.232806,-0.304312,0.512941,0.177061,-0.487051
448,0.871292,-0.869033,-0.227269,-0.439467,0.49677,0.163515,-0.471684
449,1.15528,-0.874816,-0.421422,-0.238959,0.482022,0.147171,-0.457664
450,0.952589,0.576753,0.744231,-0.336862,0.47332,0.134865,-0.448962
451,1.4955,-0.705642,-0.705108,-0.0699436,0.457772,0.107251,-0.43459
452,0.543623,0.625258,0.771738,0.116074,0.451619,0.0921786,-0.428436
453,0.16868,-0.565529,0.307299,-0.76534,0.441846,0.0600213,-0.419402
454,1.03927,0.16191,0.980427,-0.112013,0.438661,0.0432113,-0.416217
455,1.45721,-0.433409,-0.812202,-0.390493,0.435327,0.00870199,-0.413135
456,0.811038,0.123749,0.965982,0.227079,0.435327,-0.00870199,-0.413135
457,1.18235,-0.438575,-0.615554,-0.654787,0.438661,-0.0432113,-0.416217
458,0.488248,0.177107,0.790392,0.586442,0.441846,-0.0600213,-0.419402
459,0.203582,-0.74312,0.255477,-0.618469,0.451619,-0.0921786,-0.428436
460,0.806335,-0.203685,0.799131,0.565599,0.457772,-0.107251,-0.43459
461,1.3388,-0.0717586,-0.572515,-0.816748,0.47332,-0.134865,-0.448962
462,1.15138,-0.580467,0.659005,0.4783,0.482022,-0.147171,-0.457664
463,1.43995,-0.792622,0.527796,0.305258,0.49677,-0.163515,-0.471684
464,1.31509,-0.770416,0.435276,0.465825,0.512941,-0.177061,-0.487051
465,1.54384,0.329149,-0.289325,-0.898862,0.536538,-0.190381,-0.508863
466,0.992623,-0.598274,0.192578,0.777806,0.548424,-0.194885,-0.52075
467,1.26042,-0.790709,0.0652233,0.608708,0.567128,-0.198859,-0.538505
468,0.852386,-0.473459,-0.0619653,0.878633,0.586051,-0.199429,-0.556462
469,1.21514,-0.735038,-0.195187,0.649324,0.604869,-0.196587,-0.574314
470,1.20688,0.063838,0.239321,-0.96884,0.629538,-0.187579,-0.597118
471,0.817428,-0.346824,-0.408549,0.844275,0.640908,-0.180919,-0.608488
472,0.546251,-0.0532496,-0.434277,0.899204,0.657513,-0.168359,-0.624226
473,1.34115,0.0957915,0.554264,-0.82681,0.677775,-0.147171,-0.642956
474,1.09298,-0.384012,-0.744712,0.545838,0.686476,-0.134865,-0.651657
475,0.916328,-0.171681,-0.788804,0.590181,0.69834,-0.114501,-0.662883
476,0.943288,-0.366959,0.517752,-0.772835,0.71111,-0.0843573,-0.674687
477,0.351177,0.381879,-0.592586,0.709232,0.715819,-0.0682786,-0.679396
478,0.728491,0.212701,-0.851456,0.479355,0.721135,-0.0432113,-0.684401
479,0.108416,0.596889,-0.416241,0.685905,0.724035,-0.017404,-0.687113
480,0.617845,-0.715342,0.29104,-0.635281,0.667893,0.017404,-0.741801
481,0.028159,0.735036,-0.337277,0.588189,0.666418,0.0346586,-0.740074
482,0.351778,-0.739919,0.0254336,-0.672215,0.660308,0.0682786,-0.733465
483,1.15417,0.363841,-0.893504,-0.263193,0.655982,0.0843573,-0.728401
484,0.0120282,-0.578438,-0.261647,-0.772626,0.644178,0.114501,-0.715631
485,1.11304,0.532433,-0.746635,-0.398812,0.637297,0.128309,-0.707574
486,0.0689523,0.877232,-0.2643,0.400761,0.62524,0.147171,-0.694151
487,0.0776498,-0.555107,-0.149782,-0.818182,0.60651,0.168359,-0.673889
488,1.12201,0.672331,-0.440781,-0.594713,0.596721,0.177061,-0.662428
489,0.0992612,0.94506,-0.144802,0.293077,0.580748,0.187579,-0.644671
490,1.5496,0.367522,-0.182965,-0.911839,0.563992,0.194885,-0.62605
491,0.0201779,-0.441073,-0.0235888,-0.897161,0.540585,0.199429,-0.600728
492,1.23384,0.629547,0.0653604,-0.774208,0.529282,0.199429,-0.587494
493,1.43221,0.4424,0.187975,-0.876896,0.511923,0.196587,-0.568221
494,1.35048,0.480129,0.314912,-0.818722,0.494958,0.190381,-0.549391
495,1.38454,0.406937,0.42869,-0.806615,0.478677,0.180919,-0.531325
496,1.4317,0.312475,0.529179,-0.788878,0.463358,0.168359,-0.514334
497,0.969362,0.607148,0.65323,-0.452395,0.449264,0.152921,-0.498708
498,1.31297,-0.823411,-0.559741,-0.0931896,0.43257,0.128309,-0.480648
499,1.32715,-0.769804,-0.621185,-0.146735,0.422264,0.107251,-0.469166
500,0.366652,0.706827,0.67923,0.19759,0.416612,0.0921786,-0.46255
501,1.19024,-0.704834,-0.603583,-0.372687,0.407578,0.0600213,-0.452776
502,1.30775,-0.60486,-0.70623,-0.367944,0.403449,0.0346586,-0.448148
503,0.626754,0.351449,0.903777,0.244277,0.401974,0.017404,-0.44642
504,0.118649,-0.696609,0.377209,-0.610286,0.401974,-0.017404,-0.44642
505,1.01024,-0.0905243,0.979236,0.181391,0.403449,-0.0346586,-0.448148
506,1.14086,-0.268321,0.944732,0.188374,0.407578,-0.0600213,-0.452776
507,0.412347,-0.755987,0.0717038,-0.650648,0.416612,-0.0921786,-0.46255
508,0.989209,-0.303358,0.827677,0.472148,0.422264,-0.107251,-0.469166
509,0.949019,-0.334029,0.743848,0.578891,0.43257,-0.128309,-0.480648
510,1.35416,-0.0640144,-0.513372,-0.855775,0.449264,-0.152921,-0.498708
511,0.876117,-0.435515,-0.229685,-0.870386,0.463358,-0.168359,-0.514334
512,0.932836,-0.356823,-0.21034,-0.910184,0.478677,-0.180919,-0.531325
513,0.624686,-0.592175,-0.0638295,-0.803277,0.494958,-0.190381,-0.549391
514,0.571972,-0.619182,-0.0310314,-0.784634,0.511923,-0.196587,-0.568221
515,0.787473,-0.42417,-0.0247328,-0.905245,0.529282,-0.199429,-0.587494
516,0.428546,0.0085487,-0.0477562,0.998822,0.540585,-0.199429,-0.600728
517,0.681805,-0.501354,0.0584499,-0.863266,0.563992,-0.194885,-0.62605
518,0.503728,-0.640411,0.0435956,-0.766794,0.580748,-0.187579,-0.644671
519,1.04243,-0.184706,0.279583,-0.942187,0.596721,-0.177061,-0.662428
520,0.516195,0.045293,-0.423676,0.904681,0.60651,-0.168359,-0.673889
521,0.685222,-0.520775,0.221156,-0.82455,0.62524,-0.147171,-0.694151
522,1.14388,-0.18508,0.543,-0.819083,0.637297,-0.128309,-0.707574
523,0.608829,0.127956,-0.672054,0.729364,0.644178,-0.114501,-0.715631
524,1.00463,-0.38468,0.561696,-0.732474,0.655982,-0.0843573,-0.728401
525,0.19778,0.527422,-0.472761,0.70592,0.660308,-0.0682786,-0.733465
526,0.507518,-0.69755,0.180071,-0.69354,0.666418,-0.0346586,-0.740074
527,1.44507,-0.186656,-0.978725,-0.0851932,0.667893,-0.017404,-0.741801
528,0.301718,-0.784335,-0.0201139,-0.620011,0.607633,0.017404,-0.791917
529,0.168716,0.749277,-0.46298,0.473534,0.606298,0.0346586,-0.790079
530,0.231992,-0.763476,-0.0878818,-0.639829,0.600725,0.0682786,-0.783011
531,1.40216,0.145526,-0.88567,-0.44092,0.59681,0.0843573,-0.777623
532,1.09875,-0.804117,0.576931,-0.143339,0.586044,0.114501,-0.763966
533,0.740732,0.731004,-0.662613,-0.163023,0.579817,0.128309,-0.755395
534,1.40011,-0.791311,0.57437,0.209585,0.564592,0.152921,-0.736081
535,1.15306,-0.915787,0.399737,0.0392969,0.551767,0.168359,-0.719398
536,0.664016,0.88304,-0.377754,-0.278462,0.542908,0.177061,-0.707204
537,1.09684,-0.976195,0.214266,0.0336544,0.523015,0.190381,-0.681969
538,0.781823,-0.960785,0.0767552,-0.26646,0.507579,0.196587,-0.661867
539,1.17099,-0.992488,0.0461669,0.1133,0.491786,0.199429,-0.64129
540,0.436013,-0.806913,-0.00234316,-0.590666,0.475905,0.198859,-0.620594
541,0.398248,-0.776659,0.00275946,-0.629915,0.460208,0.194885,-0.600131
542,0.822868,-0.951127,-0.124635,-0.28253,0.444964,0.187579,-0.580252
543,0.833962,-0.938761,-0.170889,-0.299208,0.430434,0.177061,-0.561296
544,0.799924,-0.914126,-0.190485,-0.357895,0.416866,0.163515,-0.54359
545,0.368104,0.873276,0.486892,-0.0180391,0.40875,0.152921,-0.53242
546,1.37591,-0.806916,-0.590239,0.0224723,0.393525,0.128309,-0.513106
547,1.02922,-0.849702,-0.431509,-0.302997,0.384151,0.107251,-0.50085
548,0.336631,0.732306,0.661339,0.162352,0.379036,0.0921786,-0.49381
549,0.973917,-0.789373,-0.432878,-0.435324,0.370796,0.0600213,-0.483358
550,0.0184386,-0.638272,0.457639,-0.619011,0.367044,0.0346586,-0.47842
551,0.631157,0.366442,0.905637,0.213406,0.365709,0.017404,-0.476582
552,0.0674917,-0.728091,0.423966,-0.538642,0.365709,-0.017404,-0.476582
553,0.691831,0.175392,0.912616,0.369282,0.367044,-0.0346586,-0.47842
554,1.34269,-0.401887,0.912423,0.0772722,0.370796,-0.0600213,-0.483358
555,0.47883,-0.788947,0.0121613,-0.614341,0.379036,-0.0921786,-0.49381
556,1.36494,-0.546,0.799764,0.249523,0.384151,-0.107251,-0.50085
557,0.982355,-0.315305,0.747145,0.585113,0.393525,-0.128309,-0.513106
558,0.388648,-0.817399,0.0484915,-0.574028,0.40875,-0.152921,-0.53242
559,1.5179,-0.778392,0.512567,0.362465,0.416866,-0.163515,-0.54359
560,1.47697,-0.78734,0.416721,0.454356,0.430434,-0.177061,-0.561296
561,1.1341,-0.576892,0.321587,0.750851,0.444964,-0.187579,-0.580252
562,0.0294028,0.45032,0.0834765,0.888956,0.460208,-0.194885,-0.600131
563,0.0214558,0.463669,0.0268048,0.885603,0.475905,-0.198859,-0.620594
564,1.05325,-0.511706,-0.0649467,0.856703,0.491786,-0.199429,-0.64129
565,1.47768,-0.803294,-0.187385,0.565337,0.507579,-0.196587,-0.661867
566,1.0794,-0.484883,-0.319173,0.814259,0.523015,-0.190381,-0.681969
567,1.51398,0.190943,0.404937,-0.894185,0.542908,-0.177061,-0.707204
568,0.957898,-0.293296,-0.536823,0.791074,0.551767,-0.168359,-0.719398
569,0.894837,-0.183385,-0.623449,0.760054,0.564592,-0.152921,-0.736081
570,0.00326629,-0.875667,-0.246518,-0.415254,0.579817,-0.128309,-0.755395
571,1.07904,-0.214561,-0.821057,0.528988,0.586044,-0.114501,-0.763966
572,0.79071,-0.580606,0.40042,-0.708915,0.59681,-0.0843573,-0.777623
573,0.294549,0.523916,-0.549829,0.650539,0.600725,-0.0682786,-0.783011
574,0.373849,-0.778142,0.0499687,-0.626098,0.606298,-0.0346586,-0.790079
575,0.175711,0.670783,-0.476288,0.568506,0.607633,-0.017404,-0.791917
576,0.302408,0.695847,-0.583268,0.419042,0.543962,0.00870199,-0.837612
577,0.0506168,-0.771719,-0.26375,-0.578693,0.54144,0.0432113,-0.833838
578,1.00824,-0.75746,0.597914,-0.262209,0.537439,0.0682786,-0.827729
579,1.51976,-0.535803,0.83334,0.135866,0.531692,0.0921786,-0.818931
580,1.02361,0.478865,-0.812506,-0.332451,0.527146,0.107251,-0.811511
581,1.06244,0.502418,-0.741118,-0.445332,0.518762,0.128309,-0.798558
582,0.164453,-0.743904,-0.117359,-0.657901,0.505099,0.152921,-0.77811
583,1.48716,0.226228,-0.536159,-0.813237,0.497884,0.163515,-0.766337
584,1.26684,0.451978,-0.44193,-0.774863,0.485747,0.177061,-0.74762
585,1.30429,-0.916449,0.259069,0.304968,0.467895,0.190381,-0.720903
586,0.783427,0.830912,-0.179093,-0.526794,0.459112,0.194885,-0.706569
587,1.46259,-0.883672,0.0575722,0.464553,0.439954,0.199429,-0.677898
588,0.750767,0.845129,0.0598042,-0.531206,0.430861,0.199429,-0.663059
589,1.06124,0.62298,0.19432,-0.757718,0.416731,0.196587,-0.641308
590,0.911628,-0.980962,-0.150433,-0.122816,0.398066,0.187579,-0.613374
591,0.962745,-0.969195,-0.221889,-0.106894,0.385068,0.177061,-0.593338
592,0.34322,0.912392,0.396175,-0.102889,0.377194,0.168359,-0.580487
593,0.946805,0.546042,0.650966,-0.527335,0.365718,0.152921,-0.562848
594,1.4684,-0.759904,-0.630803,0.156954,0.352054,0.128309,-0.5424
595,0.786895,0.540575,0.79446,-0.276789,0.346519,0.114501,-0.533366
596,0.859828,0.420022,0.875666,-0.238308,0.339124,0.0921786,-0.522027
597,0.800469,0.394651,0.912399,-0.108525,0.333378,0.0682786,-0.513228
598,0.251083,-0.777941,0.245324,-0.578466,0.328376,0.0346586,-0.505744
599,1.03028,0.0647117,0.997279,-0.0353022,0.327189,0.017404,-0.503807
600,1.28413,-0.566896,-0.700223,-0.433954,0.327189,-0.017404,-0.503807
601,0.502932,0.352929,0.828926,0.433961,0.328376,-0.0346586,-0.505744
602,0.0127924,-0.818466,0.442653,-0.366296,0.333378,-0.0682786,-0.513228
603,1.57034,-0.177053,-0.790254,-0.586644,0.339124,-0.0921786,-0.522027
604,0.0662752,-0.88514,0.337179,-0.320682,0.346519,-0.114501,-0.533366
605,0.900928,-0.196917,0.73769,0.645784,0.352054,-0.128309,-0.5424
606,1.36109,-0.190785,-0.516186,-0.834957,0.365718,-0.152921,-0.562848
607,0.0923237,-0.940553,0.194673,-0.278322,0.377194,-0.168359,-0.580487
608,1.03032,-0.41016,0.440252,0.798716,0.385068,-0.177061,-0.593338
609,1.08126,-0.471252,0.320949,0.821531,0.398066,-0.187579,-0.613374
610,0.966525,-0.420317,-0.10274,-0.901542,0.416731,-0.196587,-0.641308
611,1.50786,0.124481,-0.0585914,-0.990491,0.430861,-0.199429,-0.663059
612,0.785408,-0.190012,-0.0604041,0.979922,0.439954,-0.199429,-0.677898
613,1.49344,0.123877,0.175365,-0.976679,0.459112,-0.194885,-0.706569
614,0.861648,-0.217303,-0.30306,0.927865,0.467895,-0.190381,-0.720903
615,0.821821,-0.521294,0.197742,-0.830151,0.485747,-0.177061,-0.74762
616,0.701925,-0.621669,0.191337,-0.759551,0.497884,-0.163515,-0.766337
617,0.495094,0.245445,-0.490475,0.836176,0.505099,-0.152921,-0.77811
618,1.11679,-0.333939,0.528717,-0.780348,0.518762,-0.128309,-0.798558
619,1.16457,-0.331447,0.61512,-0.715381,0.527146,-0.107251,-0.811511
620,0.677786,0.237792,-0.757596,0.607868,0.531692,-0.0921786,-0.818931
621,1.07505,-0.0345232,-0.933217,0.35765,0.537439,-0.0682786,-0.827729
622,0.487767,0.494417,-0.710827,0.500277,0.54144,-0.0432113,-0.833838
623,0.171523,-0.827518,-0.149467,-0.541178,0.543962,-0.00870199,-0.837612
624,0.260776,-0.86892,-0.0609353,-0.491187,0.476269,0.017404,-0.877223
625,0.0494193,-0.814352,-0.264886,-0.516397,0.474349,0.0432113,-0.873748
626,1.52732,-0.0915746,-0.909759,-0.40491,0.472304,0.0600213,-0.869735
627,0.0251687,-0.768381,-0.267512,-0.581402,0.465801,0.0921786,-0.858122
628,0.903648,0.543136,-0.78542,-0.296848,0.46185,0.107251,-0.850369
629,0.906185,0.585504,-0.712137,-0.387358,0.454509,0.128309,-0.836798
630,1.14875,-0.869289,0.475691,0.134368,0.442492,0.152921,-0.815341
631,0.835517,-0.96124,0.259145,-0.0941303,0.432436,0.168359,-0.796856
632,0.551174,-0.940204,0.0846832,-0.329918,0.421506,0.180919,-0.776758
633,1.27898,-0.900274,0.25416,0.353425,0.409892,0.190381,-0.755391
634,0.839811,0.751423,-0.183183,-0.633883,0.40226,0.194885,-0.740413
635,1.16197,-0.96493,0.0457452,0.258492,0.385411,0.199429,-0.710326
636,0.395693,0.958792,0.0467931,-0.28023,0.37751,0.199429,-0.694819
637,0.976843,-0.993512,-0.104461,0.0449636,0.360661,0.194885,-0.664734
638,0.776838,-0.978504,-0.110861,-0.173896,0.348715,0.187579,-0.642716
639,0.972446,-0.973981,-0.225595,-0.0216075,0.337329,0.177061,-0.62172
640,0.396467,0.8823,0.416364,-0.219518,0.330486,0.168359,-0.608292
641,0.670175,-0.929515,-0.136167,-0.342724,0.317004,0.147171,-0.584217
642,1.34646,-0.807407,-0.576254,0.126592,0.308413,0.128309,-0.56835
643,0.424495,0.750626,0.655695,-0.081397,0.303604,0.114501,-0.55891
